,city,state,date_time,shape,duration,stats,text,city_latitude,city_longitude,month,season
84406,Yelm,WA,2013-03-12T00:00:00,light,2-3 minutes,"Occurred : 3/12/2013 00:00  (Entered as : 03/12/13 0:00) Reported: 3/12/2013 8:34:12 PM 20:34 Posted: 5/15/2013 Location: Yelm, WA Shape: Light Duration: 2-3 minutes","orange light moving across sky  slowly absolutely no sound 
 
Myself and my man around 12-1 am, witnessed an orange light moving across the sky south to north crossing directly over our heads crossing over nisqually river near the nisqually pines no sound slowing down what appeared to be our military bases back forty. 
 
",46.921,-122.5938,03,Spring
119254,Sacramento,CA,2016-09-07T22:00:00,circle,2 minutes,"Occurred : 9/7/2016 22:00 Reported: 9/7/2017 1:29:41 PM 13:29 Posted: 9/8/2017 Location: Sacramento, CA Shape: Circle Duration: 2 minutes","Almost a year ago today I was in my backyard stargazing at about 10 o'clock pm, when I noticed three circular bright orange, round objects, traveling separately in the same direction that I estimate travel 300 miles in  less than one minute.   
 
The three objects came to a dead stop, then shot out to the stars  about five times faster than what they were originally traveling and disappeared.   
 
About two weeks later, I was laying on the back deck at about 1 o'clock am, when I was awoken to a extremely bright light, to the point where I had to shade my eyes from being burned.  The bright light lasted for about  30 seconds, then completely shut off.   
 
The following day it felt as though I had severe sunburn  to my skin and my eyes were painful from what I had experienced.   
 
There was nothing remotely  possible of duplicating this light on either my house or my neighbor's house.  To this very day I have told only a few people, and I still am baffled from what I have seen and experienced in both occasions. 
 
 
((NUFORC Note:  Witness indicates that the date above is approximate.  PD)",38.576237102734666,-121.44233422025128,09,Fall
107788,Muskegon,MI,2015-09-28T01:11:00,light,45-180 seconds,"Occurred : 9/28/2015 01:11  (Entered as : 09/28/15 01:11) Reported: 9/28/2015 6:55:30 AM 06:55 Posted: 9/29/2015 Location: Muskegon, MI Shape: Light Duration: 45-180 seconds Characteristics: There were lights on the object, The object changed color","On the shore of lake Michigan we saw what looked like two normal stars moving from north to south one following the other then they reached another star where their lights turned off.  
 
A minute later they reappeared as if the were stars in the night sky.  We watched them sway in synchronicity for 2 mins until the became stationary.",43.22008137535816,-86.22742693409742,09,Fall
83634,Rochester Hills,MI,2012-02-09T00:47:00,triangle,2-3 minutes,"Occurred : 2/9/2012 00:47  (Entered as : 02/09/12 00:47) Reported: 2/8/2012 10:20:52 PM 22:20 Posted: 2/10/2012 Location: Rochester Hills, MI Shape: Triangle Duration: 2-3 minutes Characteristics: There were lights on the object","triangular object with bright white lights on each corner and faint light and blinking light in middle 
 
The triangular object was flying in a straight line, looked about 300-400 feet high.  It had 1 bright white light on each corner of the triangle, and had a faint white light in the middle with a blinking light.   
 
There was only 1 object, it was flying above an area with houses and trees, northwest of south blvd. and livernoise rd. in Rochester hill, mi.  
 
Tried to take picture but I was driving and couldn't get my phone camera working fast enough",42.6626,-83.1837,02,Winter
127978,Avalon,NJ,2019-05-24T23:03:00,other,10 minutes,"Occurred : 5/24/2019 23:03  (Entered as : 05/24/19 11:03) Reported: 5/24/2019 9:50:27 PM 21:50 Posted: 6/7/2019 Location: Avalon, NJ Shape: Other Duration: 10 minutes Characteristics: The object left a trail","Sliver of light(s?) faded into distance after 10 mins of moving across sky near horizon. 
 
Two females star gazing on back porch noticed sliver of light(s?) in sky.  Appeared to be moving.   
 
Disappeared above horizon after approximately 10 minutes.  Seemed to fade into distance.  Looked like clump of stars?   
 
Also similar to how light looks reflecting off of power lines at night.  Confirmed no power lines in vicinity. 
 
 
((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",39.0955,-74.7272,05,Spring
108045,Manchester,NH,2015-09-25T04:20:00,triangle,30 minutes,"Occurred : 9/25/2015 04:20  (Entered as : 09/25/15 4:20) Reported: 9/25/2015 11:17:20 AM 11:17 Posted: 9/25/2015 Location: Manchester, NH Shape: Triangle Duration: 30 minutes Characteristics: There were lights on the object, There was an aura or haze around the object, The object emitted other objects","Unusual, silent, triangular yellow light with a separate ""twinkle"" light. 
 
I got up at about 4:20 am. Went upstairs to the bathroom. 
 
Had heard on Facebook about a sighting the day before near our neighborhood, looked out window, not expecting to see anything, but there WAS something. 
 
Triangular pale yellow light, not solid, but still triangular. Small bright white dot of light in the center, and a ""twinkle"" light appearing and disappearing all around it. Object made no sound at all. It moved very slightly in various directions, very deliberately. 
 
Took video of it on my daughter's iPad. Did not film the object well. My daughter, 16, got up and watched it with me for about 10 minutes. The ""twinkle"" light had gone by this time, but we both saw it move. 
 
After a while, it grew dimmer and dimmer until it was gone. 
 
 
((NUFORC Note:  Possibly Venus??  PD))",42.98425130434782,-71.45713420289854,09,Fall
91854,Quincy,MA,2012-09-02T02:25:00,triangle,1 minute,"Occurred : 9/2/2012 02:25  (Entered as : 09/02/12 02:25) Reported: 7/2/2014 5:56:51 PM 17:56 Posted: 7/4/2014 Location: Quincy/Braintree, MA Shape: Triangle Duration: 1 minute Characteristics: There were lights on the object, The object made a sound, There were aircraft in the vicinity or aircraft chasing the object","A triangle shaped object moved over South Quincy into East Braintree. 
 
I was sitting outside facing West when a triangle shaped object about the size of a commercial airliner approached from the North, heading South.  The object was flying at a much lower altitude than any aircraft of that size normally would.  The object was making a sound that sounded like a fan buffeting air.  The noise was loud enough to be clearly heard, and grew louder as the object approached.  The object was shaped like a triangle, with a red light on the front tip and one white light on each back tip. 
 
When the object was directly in front of me it turned East, moving straight towards me as it lowered its altitude and its speed.  When it was less than a football field away from me it suddenly turned Southeast, quickly accelerating its speed and moving out of my field of vision.  Several black helicopters were seen in the area for the remainder of the night and the following day.",42.25480390243902,-71.00262634146343,09,Fall
114688,Fulton,NY,2017-05-13T21:05:00,fireball,10 minutes,"Occurred : 5/13/2017 21:05  (Entered as : 05/13/17 21:05) Reported: 5/13/2017 6:32:16 PM 18:32 Posted: 5/15/2017 Location: Fulton, NY Shape: Fireball Duration: 10 minutes","Five bright orange objects 
 
While outside my daughter asked what five glowing orange objects were in the sky.  They were in arched pattern for approximately 5 minutes moving very slowly to the northeast and upward.   
 
As I sent my daughter in to get my phone to record them, the top three seemed to just disappear.  I was able to record (although not as impressive as viewing live) the remaining two.   
 
They continued northeast and upward for another minute or two, and disappeared themselves.",43.3211,-76.4034,05,Spring
67514,Howell,MI,2010-04-02T22:45:00,light,2 minutes,"Occurred : 4/2/2010 22:45  (Entered as : 4/2/10 22:45) Reported: 4/2/2010 8:00:04 PM 20:00 Posted: 4/13/2010 Location: Howell, MI Shape: Light Duration: 2 minutes Characteristics: There was an aura or haze around the object","Intense red light aura around flying from South to North. Duration 2 minutes before it disappeared. No Sound 
 
Looking south, red light approached and flew north in a straight line.  Upon approach glowed intense red aura around it.  No sound. 
 
",42.62818235294117,-83.92271764705882,04,Spring
130677,New Haven,CT,2020-11-05T18:27:00,unknown,15 seconds,"Occurred : 11/5/2020 18:27  (Entered as : 11/05/20 18:27) Reported: 11/5/2020 4:27:33 PM 16:27 Posted: 12/23/2020 Location: New Haven, CT Shape: Unknown Duration: 15 seconds Characteristics: The object left a trail, There was an aura or haze around the object","Silent object cut through clouds at a very rapid pace. 
 
While unloading groceries from my trunk I looked up and noticed that something was cutting through the clouds at a rather fast pace.  The object was completely silent and appeared to be moving at a speed greater than what a traditional aircraft would.   I was unable to see the craft but the clouds were being cut, forming a boomerang shape at the front of where the craft had to be. Once the craft cut through, it left a clear gap where it had gone through.  The craft did not have lights consistent with a traditional aircraft - no flashing lights or bright lights whatsoever but it did assist to have a faint red tint as it cut through the clouds; certainly not bright enough to be from a plane.  Also, unlike a plane,  the craft was no longer visible after cutting through the clouds.   I would have expected to see it once it moved out of the clouds and into the clear sky but I didn't.",41.31511785714286,-72.92443422619047,11,Fall
87215,Boca Raton,FL,2013-12-07T07:00:00,fireball,2 minutes,"Occurred : 12/7/2013 07:00  (Entered as : 12/7/2013 7:00) Reported: 12/8/2013 5:47:13 AM 05:47 Posted: 12/12/2013 Location: Boca Raton, FL Shape: Fireball Duration: 2 minutes Characteristics: The object left a trail","orange fireball or rocket 
 
Thought for sure that I saw the minotaur v rocket last nite .. from the se sky.. except the time is not rite ..launch was at 11:27 not 7:00 ish...  It was a bright orange fireball taking a straight track up.... looked like a rocket but the time of the minotaur launch is off..  The fireball did come from that area too..  Now im confused ... don't know what I saw then",26.36858615384616,-80.13743384615385,12,Winter
